question_id,answer_id,review_priority,candidate_type,teacher_score,reference_score_key,reference_score,teacher_minus_reference,absolute_difference,candidate_threshold,centered_residual,outlier_threshold,candidate_reasons,question_median_residual,question_systematic_bias,max_score,model_avg_score,selected_baseline_score,three_way_core_score,final_calibrated_score,route,std_dev,extraction_quality,U_E,U_S,U_R,confounds,human_decision,corrected_score,review_note,raw_text,student_image
CO_6,ANS_CO_419,P2,possible_teacher_over_score,12.0,three_way_core_score,6.2,5.8,5.8,5.0,3.8,5.0,absolute_disagreement,2.0,False,20.0,10.2,10.2,6.2,6.2,BND,3.4238,high,0.0,1.0,0.3,a3wa_changed_score_materially|unstable_model_judgements,,,,"(1)四个互斥组需要的位数分别为:4,4,5,3(当互斥字段对应位全为零时表示不发出任何控制信号)
非互斥但需要的位数为:(用1位控制存储非互斥的信号)
∴控制字段的位数:4+4+5+3=17
BCF的位数:4(一元情况对应顺序执行)
∵寻址微指令条数为512,∴微指令BAF的位数:9

∴每条微指令的总长度为:17+4+9=30

(1)∵每条微指令的长度为30位,因此每条微指令需要4字节
∴控制存储器容量:512×4B=2048B=2kB=16k位
即16k位,2k字节",data/csbench/student_images/CO_6/ANS_CO_419.png
CO_6,ANS_CO_444,P2,possible_teacher_over_score,5.0,three_way_core_score,0.0,5.0,5.0,5.0,3.0,5.0,absolute_disagreement,2.0,False,20.0,0.0,0.0,0.0,0.0,NEG,0.0,low,1.0,0.0,1.0,extraction_risk|rubric_mapping_risk,,,,"(1) BCF : 3 位
BAF : 9 位
每条微指令的长度为 52 位
(2) 控制存储器总容量为26624位，3328字节",data/csbench/student_images/CO_6/ANS_CO_444.png
CO_6,ANS_CO_418,P2,possible_teacher_under_score,4.0,three_way_core_score,8.0,-4.0,4.0,5.0,-6.0,5.0,within_question_outlier,2.0,False,20.0,8.0,8.0,8.0,8.0,BND,0.8165,high,0.2,0.5,0.25,,,,,"(1)512种操作 需要 9位地址码
8种条件转移 需要 3位
互反组 分别属于 4位 4位 5位 3位 一支需要 16位
BAF 需要 8位
DCF 需要 3位
微指令总长度为28位
2) 2^9×180 = 92160位
92160 ÷8= 11520字",data/csbench/student_images/CO_6/ANS_CO_418.png
CO_6,ANS_CO_411,P2,possible_teacher_under_score,12.0,three_way_core_score,15.3,-3.3,3.3,5.0,-5.3,5.0,within_question_outlier,2.0,False,20.0,11.3,11.3,15.3,15.3,BND,2.4944,high,0.0,1.0,0.2,a3wa_changed_score_materially|unstable_model_judgements,,,,"(1)512条微指令：512=2⁹  ∴BAF=9位
第1组：12个互斥信号  4位  2³<12<2⁴
第2组：8个互斥信号  4位  2³=8  3+1=4位
第3组：16个互斥信号  5位
第4组：4个互斥信号  3位
8种条件转移  4位   BCF=4位
180-12-8-16-4=140位 
控制字段位数：132+16=156位
BAF=9位  BCF=4位  控制字段：156位  总长度：9+4+156=169
(2)M=2⁹×169 bits（容量，单位：位） 
m₂=m1/8 = 2⁶×169 B",data/csbench/student_images/CO_6/ANS_CO_411.png
CO_7,ANS_CO_454,P1,possible_teacher_over_score,8.0,three_way_core_score,0.0,8.0,8.0,1.5,8.0,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,0.7,0.7,0.0,0.0,BND,0.9428,high,0.0,1.0,0.333333,,,,,"解、∵M1和M2的主频分别为4GHz和6GHz
∴M1和M2的时钟周期为2.5×10⁻⁸s和1.6×10⁻⁸s
∴程序P在M1上的运行时间为：
t₁=1×10⁵×2×2.5×10⁻⁸s=5ms
程序P在M2上的运行时间为：
t₂=1×10⁵×1×1.6×10⁻⁸s=1.6ms",data/csbench/student_images/CO_7/ANS_CO_454.jpg
CO_7,ANS_CO_497,P1,possible_teacher_over_score,10.0,three_way_core_score,3.5,6.5,6.5,1.5,6.5,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,3.5,3.5,3.5,3.5,POS,0.4082,high,0.0,0.5,0.0,,,,,"解：F1=4GHz=4×10^-9Hz  F2=6GHz=6×10^-9Hz
IC=10×10⁵=1×10⁶
CPI1=2  CPI2=1
Te=m×T
T=1/F      
CPI=m/IC
⇒ Te= (CPI×IC)/F
程序P在M1上的运行时间Te1= (2×1×10⁶)/(4×10⁹)=5×10⁻⁴s
程序P在M2上的运行时间Te2= (1×1×10⁶)/(6×10⁹)=1.667×10⁻⁴s",data/csbench/student_images/CO_7/ANS_CO_497.jpg
CO_7,ANS_CO_513,P1,possible_teacher_over_score,10.0,three_way_core_score,5.0,5.0,5.0,1.5,5.0,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,5.0,5.0,5.0,5.0,POS,0.0,high,0.0,0.0,0.0,,,,,"Fm₁ = 4G Hz. = 2^42Hz = 4×10⁹ Hz. Tm₁ = 1/(4×10⁹)
Fm₂ = 6GHz. = 6×10⁹ Hz. Tm₂ = 1/(6×10⁹)
CI = 100000 ∴ Te = CPI×CI×T
∵m≈CPI×CI Tem₁ = (2×10⁵)/(4×10⁹) = 1/(2×10⁴) s
∴CPI = m/CI 
Te = T×m
Tem₂ = (1×10⁵)/(6×10⁹) = 1/(6×10⁴) s",data/csbench/student_images/CO_7/ANS_CO_513.jpg
CO_7,ANS_CO_483,P1,possible_teacher_over_score,8.0,three_way_core_score,4.0,4.0,4.0,1.5,4.0,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,4.0,4.0,4.0,4.0,POS,0.0,high,0.0,0.0,0.0,,,,,"解：已知某程序P共指令10^5条 即10^5条。
设在M1和M2上的运行时间分别为t1,t2
由已知CPI₁=2 ，CPI₂=1 ，主频F₁=4GHz=4×10^9Hz
F₂=6GHz=6×10^9Hz。

则t₁= CPI₁/F₁ = 2/(4×10^9)s = 0.5 ns
t₂= CPI₂/F₂ = 1/(6×10^9)s = 1/6 ns

即 在M1的运行时间为0.5ns，在M2的运行时间为1/6 ns。",data/csbench/student_images/CO_7/ANS_CO_483.jpg
CO_7,ANS_CO_472,P1,possible_teacher_over_score,8.0,three_way_core_score,5.0,3.0,3.0,1.5,3.0,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,4.0,4.0,5.0,5.0,BND,0.8165,high,0.0,1.0,0.0,,,,,"M1: T₁ = 1/f₁ = 1/(4×10³⁰) = 0.25×10⁻³⁰s
时钟周期数 CPL₁×10⁵ = 2×10⁵ 个时钟周期
∴ t₁ = T₁×2×10⁵ = 0.5×10⁻²⁵ = 5×10⁻²⁶s
M2 T₂ = 1/f₂ = 1/(6×10^30)s
时钟周期数 CPL₂×10⁵ = 1×10⁵ 个时钟周期
t₂ = T₂×10⁵ = 1/6×10⁻²⁵s ≈ 1.6×10⁻²⁶s
在M1上运行时间为 5×10⁻²⁶s，在M2上为 1.6×10⁻²⁶s",data/csbench/student_images/CO_7/ANS_CO_472.jpg
CO_7,ANS_CO_514,P1,possible_teacher_over_score,8.0,three_way_core_score,5.0,3.0,3.0,1.5,3.0,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,5.0,5.0,5.0,5.0,POS,0.0,high,0.0,0.0,0.0,,,,,"在M1上：2×10×10⁴×1/(4G HZ) = 5×10⁻¹⁶S
在M2上 1×10×10⁴×1/(6G HZ) =1.67×10⁻¹⁶S",data/csbench/student_images/CO_7/ANS_CO_514.jpg
CO_7,ANS_CO_452,P1,possible_teacher_over_score,10.0,three_way_core_score,7.3,2.7,2.7,1.5,2.7,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,7.3,7.3,7.3,7.3,POS,0.4714,high,0.0,0.5,0.0,,,,,"解: M₁主频为4GHz = 4×10⁹Hz 
周期为四条.
 CPI=2. 
∴T = 1×CPI/f = 0.05×10⁻³s = 0.05ms M₂主频6GHz = 6×10⁹Hz 指令数目为10^5条. CPI=1 
∴T = 1×CPI/f ≈ 0.0167×10⁻³s ≈ 0.0167ms.",data/csbench/student_images/CO_7/ANS_CO_452.jpg
CO_7,ANS_CO_506,P2,possible_teacher_over_score,8.0,three_way_core_score,1.0,7.0,7.0,1.5,7.0,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,1.0,1.0,1.0,1.0,BND,1.4142,high,0.0,1.0,0.333333,unstable_model_judgements,,,,"t₁= (10×1000×2)/(4×10⁶) =5×10⁻³=0.005 s
t₂= (10×1000×1)/(6×10⁶) ≈0.0017s",data/csbench/student_images/CO_7/ANS_CO_506.jpg
CO_7,ANS_CO_449,P2,possible_teacher_over_score,8.0,three_way_core_score,1.7,6.3,6.3,1.5,6.3,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,1.7,1.7,1.7,1.7,BND,2.357,high,0.0,1.0,0.333333,unstable_model_judgements,,,,"M1的运行时间 = 2×10⁶ ÷ (4×10⁹) = 5×10⁻⁴ s
M2的运行时间 = 1×10⁶ ÷ (6×10⁹) ≈ 1.6×10⁻⁴ s",data/csbench/student_images/CO_7/ANS_CO_449.jpg
CO_7,ANS_CO_469,P2,possible_teacher_over_score,10.0,three_way_core_score,4.7,5.3,5.3,1.5,5.3,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,5.2,5.2,4.7,4.7,BND,2.2485,high,0.0,1.0,0.166667,unstable_model_judgements,,,,"t M₁ = CP1 M₁ × I C × Tm₁
Tm₁ = 1/(4×10¹⁰) , CP1m₁=2    Ic=10×10⁴=10⁵
∴ tM1 = 2×10⁵ × 1/(4×10⁹) = 6.25×10⁻⁵ 5×10⁻⁵ s
tm₂ = cp2m₂× Ic × Tm₂
= 1 × 10⁵ × 1/(6×10⁹) = 1/6×10⁻⁴s",data/csbench/student_images/CO_7/ANS_CO_469.jpg
CO_7,ANS_CO_459,P2,possible_teacher_over_score,8.0,three_way_core_score,2.8,5.2,5.2,1.5,5.2,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,0.8,0.8,2.8,2.8,BND,1.1785,high,0.0,1.0,0.333333,a3wa_changed_score_materially|unstable_model_judgements,,,,"解：
1/(4×10⁶) × 2×10×10^4 = 0.05 S
1/(6×10⁶) × 1×10×10^4= 0.017S
∴在M₁上运行时间为0.05S，在M₂上运行时间为0.017S。",data/csbench/student_images/CO_7/ANS_CO_459.jpg
CO_7,ANS_CO_477,P2,possible_teacher_over_score,8.0,three_way_core_score,3.8,4.2,4.2,1.5,4.2,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,3.8,3.8,3.8,3.8,BND,1.3123,high,0.0,1.0,0.0,unstable_model_judgements,,,,"解：指令条数IC均为10^5,在M1上运行时，总的时钟周期数m1=IC×CPI1=2×10^5条
则在M1上运行的时间t1=m1÷F1=2×10^5/4×10^6 s=0.05s
在M2上运行时：
总时钟周期数m2=IC×CPI2=10^6条
15°
在M2上运行的时间t2=m2÷F2=10^5/6×10^6 s≈0.0167s",data/csbench/student_images/CO_7/ANS_CO_477.jpg
CO_7,ANS_CO_478,P2,possible_teacher_over_score,8.0,three_way_core_score,4.0,4.0,4.0,1.5,4.0,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,6.0,6.0,4.0,4.0,BND,1.4142,high,0.0,1.0,0.0,a3wa_changed_score_materially|unstable_model_judgements,,,,"M1:有10×10⁴条指令 CPI1=m1/10⁵→总时钟周期数:m1=2×10⁵
M2:总时钟周期数:m2=10⁵
M1总运行时间 t1=m1/F=2×10⁵/4×10²⁰=5×10⁻¹⁶s
M2总运行时间 t2=m2/F=10⁵/6×10²⁰≈1.6×10⁻¹⁶s",data/csbench/student_images/CO_7/ANS_CO_478.jpg
CO_7,ANS_CO_489,P2,possible_teacher_over_score,7.0,three_way_core_score,3.0,4.0,4.0,1.5,4.0,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,5.0,5.0,3.0,3.0,BND,2.0412,high,0.0,1.0,0.333333,a3wa_changed_score_materially|unstable_model_judgements,,,,"已知M₁、M₂的主频分别为4GHz、6GHz
故F₁=4GHz=4×10⁹Hz，F₂=6GHz=6×10⁹Hz
已知CPI=m/Ic，Te=mT，T=1/F
故可由式得
P在M₁上运行的时间为Te=CPI₁×Ic×1/F=5×10⁻⁵s
P在M₂上运行的时间为Te=CPI₂×Ic×1/F=2.5×10⁻⁵s",data/csbench/student_images/CO_7/ANS_CO_489.jpg
CO_7,ANS_CO_502,P2,possible_teacher_over_score,8.0,three_way_core_score,4.0,4.0,4.0,1.5,4.0,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,6.0,6.0,4.0,4.0,BND,0.8165,high,0.0,1.0,0.0,a3wa_changed_score_materially,,,,"基准程序P的指令数为10万条，周期数= CPI × 指令数
在M1和M2上的时钟周期数20万和10万
运行时间t=时钟周期数/主频.
故P在M1的运行时间 = 2×10⁴ / 4×10⁹ = 0.50×10⁻⁵ s.
P在M2的运行时间 = 10⁴ /( 6×10⁹) ≈ 0.17 ×10⁻⁵ s.",data/csbench/student_images/CO_7/ANS_CO_502.jpg
CO_7,ANS_CO_479,P2,possible_teacher_over_score,8.0,three_way_core_score,4.7,3.3,3.3,1.5,3.3,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,2.7,2.7,4.7,4.7,BND,2.0548,high,0.0,1.0,0.333333,a3wa_changed_score_materially|unstable_model_judgements,,,,"指令条数n=1x10^5条，
F1=4GHz，F2=6GHz，
T1=1/F1=1/(4x10^12)=2.5x10^-13s，T2=1/(6x10^12)=1/6 x10^-12s，
2.5x10^-13 x2=5x10^-13s，1/6 x10^-3 x1=1/6 x10^-12s，
则tm1=5x10^-13 x1x10^5=5x10^-8s
tm2=1/6 x10^-12 x1x10^5=1/6 x10^-7	s",data/csbench/student_images/CO_7/ANS_CO_479.jpg
CO_7,ANS_CO_482,P2,possible_teacher_over_score,8.0,three_way_core_score,4.7,3.3,3.3,1.5,3.3,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,2.7,2.7,4.7,4.7,BND,2.0548,high,0.0,1.0,0.333333,a3wa_changed_score_materially|unstable_model_judgements,,,,"解：由题意，
fₘ₁=4GHz=4×10⁹Hz，
fₘ₂=6GHz=6×10⁹Hz。
由于指令数m=10×10⁵=10⁶条。
CPIₘ₁=2，CPIₘ₂=1。
则tₘ₁= (CPIₘ₁·m)/fₘ₁ =5×10⁻⁴s。
tₘ₂= (CPIₘ₂·m)/fₘ₂ =1/3×10⁻³s。",data/csbench/student_images/CO_7/ANS_CO_482.jpg
CO_7,ANS_CO_481,P2,possible_teacher_over_score,8.0,three_way_core_score,5.0,3.0,3.0,1.5,3.0,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,7.0,7.0,5.0,5.0,BND,0.8165,high,0.0,1.0,0.0,a3wa_changed_score_materially,,,,"解：M₁：M₁的CPI为2.
IC=100000
则总周期数
m₁=IC·CPI₁
=200000
则M₁的运行时间
Te₁=m₁/4GHz
=5ms

M₂：M₂的CPI为1
IC=100000
则总周期数
m₂=IC·CPI₂
=100000
则M₂的运行时间
Te₂=m₂/6GHz ≈1.66ms",data/csbench/student_images/CO_7/ANS_CO_481.jpg
CO_7,ANS_CO_493,P2,possible_teacher_over_score,2.0,three_way_core_score,0.0,2.0,2.0,1.5,2.0,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,0.0,0.0,0.0,0.0,POS,0.0,high,0.0,0.0,0.0,,,,,"1/1GHz=1ms
M₁: t = CPI×CP/F = 800ms
M₂: t = CPI×CP/F = 600ms",data/csbench/student_images/CO_7/ANS_CO_493.jpg
CO_7,ANS_CO_458,P2,possible_teacher_over_score,4.0,three_way_core_score,2.3,1.7,1.7,1.5,1.7,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,2.3,2.3,2.3,2.3,BND,1.6997,high,0.0,1.0,0.333333,unstable_model_judgements,,,,"解: F₁=4GHz, T₁=4×10⁻⁹s.
F₂=6GHz, F₂=6×10⁻⁹s.
M1: IC×CPI₁×T₁=100000×2×4×10⁻⁹s=8×10⁻⁴s
M2: IC×CPI₂×T₂=100000×1×6×10⁻⁹s=6×10⁻⁴s
程序P在M1上的运行时间为8×10⁻⁴s,在M2上的运行时间为6×10⁻⁴s。",data/csbench/student_images/CO_7/ANS_CO_458.jpg
CO_7,ANS_CO_465,P2,possible_teacher_over_score,10.0,three_way_core_score,8.3,1.7,1.7,1.5,1.7,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,8.3,8.3,8.3,8.3,BND,1.1785,high,0.0,1.0,0.166667,unstable_model_judgements,,,,"M1主频 F1=4GHz  M2主频 F2=6GHz
指令数IC=100000条，M1的CPI1=2  M2的CPI2=1
M1上运行时间：Te1=CPI1×IC/F1=5×10⁵S
M2上运行时间：Te2=CPI2×IC/F2=1/6×10^-4s=1.667×10^-5S",data/csbench/student_images/CO_7/ANS_CO_465.jpg
CO_7,ANS_CO_467,P2,possible_teacher_over_score,8.0,three_way_core_score,6.3,1.7,1.7,1.5,1.7,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,8.3,8.3,6.3,6.3,BND,1.2472,high,0.0,1.0,0.333333,a3wa_changed_score_materially|unstable_model_judgements,,,,"T₁ = (IC×CPI₁)/f₁ = 2×10⁵/(4×10⁹) = 0.5×10⁻⁴s = 50ms
T₂ = (IC×CPI₂)/f₂ = 10⁵/(6×10⁹) = 0.167×10⁻⁴s = 16.7ms",data/csbench/student_images/CO_7/ANS_CO_467.jpg
CO_7,ANS_CO_487,P2,possible_teacher_over_score,10.0,three_way_core_score,8.3,1.7,1.7,1.5,1.7,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,9.3,9.3,8.3,8.3,BND,0.9428,high,0.0,1.0,0.5,rubric_mapping_risk,,,,"运行时间t = 指令数m x CPI x 时钟周期
T = 1/f
t₁ = (10×10⁴×2)/(4×10⁹) = 5×10⁻⁵ S
t₂ = (10×10⁴×1)/(6×10⁹) = 1/6×10⁻⁴ S",data/csbench/student_images/CO_7/ANS_CO_487.jpg
CO_7,ANS_CO_495,P2,possible_teacher_over_score,10.0,three_way_core_score,8.3,1.7,1.7,1.5,1.7,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,7.3,7.3,8.3,8.3,BND,1.6997,high,0.0,1.0,0.166667,a3wa_changed_score_materially|unstable_model_judgements,,,,"程序P在M1上运行时间：
t₁ = CPI₁× 10⁵× 1/f₁ = 2 × 10⁵× 1/(4 × 10⁹) = 50ns
程序P在M2上运行时间：
t₂ = CPI₂× 10⁵× 1/f₂ = 1 × 10⁵× 1/(6 × 10⁹) ≈16.67us.",data/csbench/student_images/CO_7/ANS_CO_495.jpg
CO_7,ANS_CO_511,P2,possible_teacher_over_score,8.0,three_way_core_score,6.3,1.7,1.7,1.5,1.7,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,6.3,6.3,6.3,6.3,POS,0.4714,high,0.0,0.5,0.0,,,,,"解：M1: Te1 = m×T1 = CPI1×IC×T1 = CPI1×IC/F1 = 2×10^5 /4×10^6 = 1/20 = 0.05s
M2: Te2 = m×T2 = CPI2×IC/F2 =1×10^5 /6×10^6 = 1/60 ≈0.0167s
故P在M1上运行时间T1=0.05s
在M2上运行时间T2=1/60 s≈0.0167s.",data/csbench/student_images/CO_7/ANS_CO_511.jpg
CO_7,ANS_CO_505,P2,possible_teacher_over_score,8.0,three_way_core_score,6.5,1.5,1.5,1.5,1.5,1.5,absolute_disagreement|within_question_outlier,0.0,False,10.0,6.5,6.5,6.5,6.5,BND,1.0801,high,0.0,1.0,0.0,unstable_model_judgements,,,,"解：由CPI=m/IC得，
M1总指令周期数m1=100000×2=2×10^5（个）
M2总指令周期数m2=100000×1=10^5（个）  G=10^12
M1的运行时间 t=m1/F=2×10^5/4G=0.5×10^-7
M2的运行时间 t=m2/F=10^5/6G=1/6×10^-7",data/csbench/student_images/CO_7/ANS_CO_505.jpg
